case,attempt,expected,exit_code,decision_correct,state_correct,pre_device,pre_inode,post_device,post_inode,pre_hash,post_hash,hardlink_device,hardlink_inode,hardlink_type,audit_evidence
hardlink_write,2,deny,13,1,1,37,199245,37,199245,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199245,sentinelpath_protected_t,bounded_avc_log
hardlink_write,3,deny,13,1,1,37,199261,37,199261,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199261,sentinelpath_protected_t,bounded_avc_log
hardlink_write,4,deny,13,1,1,37,199275,37,199275,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199275,sentinelpath_protected_t,bounded_avc_log
hardlink_write,5,deny,13,1,1,37,199289,37,199289,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199289,sentinelpath_protected_t,bounded_avc_log
hardlink_write,6,deny,13,1,1,37,199302,37,199302,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199302,sentinelpath_protected_t,bounded_avc_log
hardlink_write,7,deny,13,1,1,37,199318,37,199318,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199318,sentinelpath_protected_t,bounded_avc_log
hardlink_write,8,deny,13,1,1,37,199330,37,199330,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199330,sentinelpath_protected_t,bounded_avc_log
hardlink_write,9,deny,13,1,1,37,199341,37,199341,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199341,sentinelpath_protected_t,bounded_avc_log
hardlink_write,10,deny,13,1,1,37,199358,37,199358,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199358,sentinelpath_protected_t,bounded_avc_log
hardlink_write,11,deny,13,1,1,37,199369,37,199369,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199369,sentinelpath_protected_t,bounded_avc_log
hardlink_write,12,deny,13,1,1,37,199387,37,199387,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199387,sentinelpath_protected_t,bounded_avc_log
hardlink_write,13,deny,13,1,1,37,199399,37,199399,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199399,sentinelpath_protected_t,bounded_avc_log
hardlink_write,14,deny,13,1,1,37,199415,37,199415,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199415,sentinelpath_protected_t,bounded_avc_log
hardlink_write,15,deny,13,1,1,37,199425,37,199425,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199425,sentinelpath_protected_t,bounded_avc_log
hardlink_write,16,deny,13,1,1,37,199443,37,199443,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199443,sentinelpath_protected_t,bounded_avc_log
hardlink_write,17,deny,13,1,1,37,199454,37,199454,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199454,sentinelpath_protected_t,bounded_avc_log
hardlink_write,18,deny,13,1,1,37,199471,37,199471,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199471,sentinelpath_protected_t,bounded_avc_log
hardlink_write,19,deny,13,1,1,37,199482,37,199482,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199482,sentinelpath_protected_t,bounded_avc_log
hardlink_write,20,deny,13,1,1,37,199499,37,199499,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199499,sentinelpath_protected_t,bounded_avc_log
hardlink_write,21,deny,13,1,1,37,199512,37,199512,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199512,sentinelpath_protected_t,bounded_avc_log
hardlink_write,22,deny,13,1,1,37,199527,37,199527,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199527,sentinelpath_protected_t,bounded_avc_log
hardlink_write,23,deny,13,1,1,37,199541,37,199541,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199541,sentinelpath_protected_t,bounded_avc_log
hardlink_write,24,deny,13,1,1,37,199555,37,199555,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199555,sentinelpath_protected_t,bounded_avc_log
hardlink_write,25,deny,13,1,1,37,199572,37,199572,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199572,sentinelpath_protected_t,bounded_avc_log
hardlink_write,26,deny,13,1,1,37,199583,37,199583,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199583,sentinelpath_protected_t,bounded_avc_log
hardlink_write,27,deny,13,1,1,37,199600,37,199600,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199600,sentinelpath_protected_t,bounded_avc_log
hardlink_write,28,deny,13,1,1,37,199611,37,199611,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199611,sentinelpath_protected_t,bounded_avc_log
hardlink_write,29,deny,13,1,1,37,199628,37,199628,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199628,sentinelpath_protected_t,bounded_avc_log
hardlink_write,30,deny,13,1,1,37,199639,37,199639,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199639,sentinelpath_protected_t,bounded_avc_log
hardlink_write,31,deny,13,1,1,37,199656,37,199656,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199656,sentinelpath_protected_t,bounded_avc_log
hardlink_write,32,deny,13,1,1,37,199667,37,199667,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199667,sentinelpath_protected_t,bounded_avc_log
hardlink_write,33,deny,13,1,1,37,199684,37,199684,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199684,sentinelpath_protected_t,bounded_avc_log
hardlink_write,34,deny,13,1,1,37,199696,37,199696,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199696,sentinelpath_protected_t,bounded_avc_log
hardlink_write,35,deny,13,1,1,37,199713,37,199713,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199713,sentinelpath_protected_t,bounded_avc_log
hardlink_write,36,deny,13,1,1,37,199725,37,199725,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199725,sentinelpath_protected_t,bounded_avc_log
hardlink_write,37,deny,13,1,1,37,199741,37,199741,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199741,sentinelpath_protected_t,bounded_avc_log
hardlink_write,38,deny,13,1,1,37,199753,37,199753,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199753,sentinelpath_protected_t,bounded_avc_log
hardlink_write,39,deny,13,1,1,37,199769,37,199769,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199769,sentinelpath_protected_t,bounded_avc_log
hardlink_write,40,deny,13,1,1,37,199784,37,199784,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199784,sentinelpath_protected_t,bounded_avc_log
hardlink_write,41,deny,13,1,1,37,199798,37,199798,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199798,sentinelpath_protected_t,bounded_avc_log
hardlink_write,42,deny,13,1,1,37,199811,37,199811,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199811,sentinelpath_protected_t,bounded_avc_log
hardlink_write,43,deny,13,1,1,37,199825,37,199825,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199825,sentinelpath_protected_t,bounded_avc_log
hardlink_write,44,deny,13,1,1,37,199838,37,199838,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199838,sentinelpath_protected_t,bounded_avc_log
hardlink_write,45,deny,13,1,1,37,199855,37,199855,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199855,sentinelpath_protected_t,bounded_avc_log
hardlink_write,46,deny,13,1,1,37,199868,37,199868,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199868,sentinelpath_protected_t,bounded_avc_log
hardlink_write,47,deny,13,1,1,37,199878,37,199878,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199878,sentinelpath_protected_t,bounded_avc_log
hardlink_write,48,deny,13,1,1,37,199896,37,199896,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199896,sentinelpath_protected_t,bounded_avc_log
hardlink_write,49,deny,13,1,1,37,199911,37,199911,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199911,sentinelpath_protected_t,bounded_avc_log
hardlink_write,50,deny,13,1,1,37,199922,37,199922,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199922,sentinelpath_protected_t,bounded_avc_log
hardlink_write,51,deny,13,1,1,37,199939,37,199939,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199939,sentinelpath_protected_t,bounded_avc_log
hardlink_write,52,deny,13,1,1,37,199949,37,199949,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199949,sentinelpath_protected_t,bounded_avc_log
hardlink_write,53,deny,13,1,1,37,199965,37,199965,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199965,sentinelpath_protected_t,bounded_avc_log
hardlink_write,54,deny,13,1,1,37,199980,37,199980,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199980,sentinelpath_protected_t,bounded_avc_log
hardlink_write,55,deny,13,1,1,37,199996,37,199996,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,199996,sentinelpath_protected_t,bounded_avc_log
hardlink_write,56,deny,13,1,1,37,200006,37,200006,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200006,sentinelpath_protected_t,bounded_avc_log
hardlink_write,57,deny,13,1,1,37,200022,37,200022,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200022,sentinelpath_protected_t,bounded_avc_log
hardlink_write,58,deny,13,1,1,37,200034,37,200034,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200034,sentinelpath_protected_t,bounded_avc_log
hardlink_write,59,deny,13,1,1,37,200050,37,200050,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200050,sentinelpath_protected_t,bounded_avc_log
hardlink_write,60,deny,13,1,1,37,200060,37,200060,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200060,sentinelpath_protected_t,bounded_avc_log
hardlink_write,61,deny,13,1,1,37,200067,37,200067,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200067,sentinelpath_protected_t,bounded_avc_log
hardlink_write,62,deny,13,1,1,37,200094,37,200094,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200094,sentinelpath_protected_t,bounded_avc_log
hardlink_write,63,deny,13,1,1,37,200108,37,200108,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200108,sentinelpath_protected_t,bounded_avc_log
hardlink_write,64,deny,13,1,1,37,200121,37,200121,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200121,sentinelpath_protected_t,bounded_avc_log
hardlink_write,65,deny,13,1,1,37,200135,37,200135,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200135,sentinelpath_protected_t,bounded_avc_log
hardlink_write,66,deny,13,1,1,37,200149,37,200149,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200149,sentinelpath_protected_t,bounded_avc_log
hardlink_write,67,deny,13,1,1,37,200164,37,200164,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200164,sentinelpath_protected_t,bounded_avc_log
hardlink_write,68,deny,13,1,1,37,200179,37,200179,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200179,sentinelpath_protected_t,bounded_avc_log
hardlink_write,69,deny,13,1,1,37,200190,37,200190,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200190,sentinelpath_protected_t,bounded_avc_log
hardlink_write,70,deny,13,1,1,37,200207,37,200207,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200207,sentinelpath_protected_t,bounded_avc_log
hardlink_write,71,deny,13,1,1,37,200220,37,200220,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200220,sentinelpath_protected_t,bounded_avc_log
hardlink_write,72,deny,13,1,1,37,200231,37,200231,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200231,sentinelpath_protected_t,bounded_avc_log
hardlink_write,73,deny,13,1,1,37,200248,37,200248,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200248,sentinelpath_protected_t,bounded_avc_log
hardlink_write,74,deny,13,1,1,37,200260,37,200260,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200260,sentinelpath_protected_t,bounded_avc_log
hardlink_write,75,deny,13,1,1,37,200275,37,200275,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200275,sentinelpath_protected_t,bounded_avc_log
hardlink_write,76,deny,13,1,1,37,200291,37,200291,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200291,sentinelpath_protected_t,bounded_avc_log
hardlink_write,77,deny,13,1,1,37,200305,37,200305,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200305,sentinelpath_protected_t,bounded_avc_log
hardlink_write,78,deny,13,1,1,37,200320,37,200320,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200320,sentinelpath_protected_t,bounded_avc_log
hardlink_write,79,deny,13,1,1,37,200331,37,200331,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200331,sentinelpath_protected_t,bounded_avc_log
hardlink_write,80,deny,13,1,1,37,200346,37,200346,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200346,sentinelpath_protected_t,bounded_avc_log
hardlink_write,81,deny,13,1,1,37,200362,37,200362,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200362,sentinelpath_protected_t,bounded_avc_log
hardlink_write,82,deny,13,1,1,37,200375,37,200375,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200375,sentinelpath_protected_t,bounded_avc_log
hardlink_write,83,deny,13,1,1,37,200389,37,200389,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200389,sentinelpath_protected_t,bounded_avc_log
hardlink_write,84,deny,13,1,1,37,200403,37,200403,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200403,sentinelpath_protected_t,bounded_avc_log
hardlink_write,85,deny,13,1,1,37,200417,37,200417,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200417,sentinelpath_protected_t,bounded_avc_log
hardlink_write,86,deny,13,1,1,37,200431,37,200431,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200431,sentinelpath_protected_t,bounded_avc_log
hardlink_write,87,deny,13,1,1,37,200445,37,200445,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200445,sentinelpath_protected_t,bounded_avc_log
hardlink_write,88,deny,13,1,1,37,200461,37,200461,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200461,sentinelpath_protected_t,bounded_avc_log
hardlink_write,89,deny,13,1,1,37,200472,37,200472,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200472,sentinelpath_protected_t,bounded_avc_log
hardlink_write,90,deny,13,1,1,37,200488,37,200488,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200488,sentinelpath_protected_t,bounded_avc_log
hardlink_write,91,deny,13,1,1,37,200504,37,200504,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200504,sentinelpath_protected_t,bounded_avc_log
hardlink_write,92,deny,13,1,1,37,200514,37,200514,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200514,sentinelpath_protected_t,bounded_avc_log
hardlink_write,93,deny,13,1,1,37,200531,37,200531,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200531,sentinelpath_protected_t,bounded_avc_log
hardlink_write,94,deny,13,1,1,37,200546,37,200546,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200546,sentinelpath_protected_t,bounded_avc_log
hardlink_write,95,deny,13,1,1,37,200556,37,200556,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200556,sentinelpath_protected_t,bounded_avc_log
hardlink_write,96,deny,13,1,1,37,200573,37,200573,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200573,sentinelpath_protected_t,bounded_avc_log
hardlink_write,97,deny,13,1,1,37,200584,37,200584,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200584,sentinelpath_protected_t,bounded_avc_log
hardlink_write,98,deny,13,1,1,37,200600,37,200600,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200600,sentinelpath_protected_t,bounded_avc_log
hardlink_write,99,deny,13,1,1,37,200616,37,200616,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200616,sentinelpath_protected_t,bounded_avc_log
hardlink_write,100,deny,13,1,1,37,200627,37,200627,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200627,sentinelpath_protected_t,bounded_avc_log
rename_away,1,deny,13,1,1,37,200644,37,200644,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200644,sentinelpath_protected_t,bounded_avc_log
rename_away,2,deny,13,1,1,37,200657,37,200657,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200657,sentinelpath_protected_t,bounded_avc_log
rename_away,3,deny,13,1,1,37,200670,37,200670,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,07896363bde86b5a79b130c80fb974e408aa8f79c75ec314d9be03c2f9f591af,37,200670,sentinelpath_protected_t,bounded_avc_log
